row_num,faci_stat_nm,faci_lat,ftype_nm,cpb_nm,addr_emd_nm,faci_lot,cp_nm,faci_nm,faci_road_addr,faci_addr
826,정상운영,36.49787653,유도,청주시,,127.265434,충청북도,"신사아카데미 유도, 주짓수","충청북도 청주시 흥덕구 송화로130번길 1, 401, 402호 (송절동)",충청북도 청주시 흥덕구 송절동 673 
827,정상운영,37.58904152,유도,성북구,안암동1가,127.0194115,서울특별시,파이널유도멀티짐 성북점,서울특별시 성북구 보문로30길 36(안암동1가),서울특별시 성북구 안암동1가 10-4
828,정상운영,35.30198779,유도,창원시,감계리,128.5899703,경상남도,M2M 스포츠아카데미,경상남도 창원시 의창구 북면 감계로 266,경상남도 창원시 의창구 북면 감계리 1137
829,정상운영,37.35827679,유도,의왕시,,126.9674522,경기도,파이널유도멀티짐,경기도 의왕시 원골로 8(오전동),경기도 의왕시 오전동 839-3 한마음프라자
830,정상운영,35.94300044,유도,북구,구암동,128.5640547,대구광역시,컴뱃주짓수,대구광역시 북구 학정로 430(구암동),대구광역시 북구 구암동 765-5 센츄럴비즈니스빌딩
831,정상운영,37.59208372,유도,동대문구,휘경동,127.0575466,서울특별시,청림유도관,서울특별시 동대문구 이문로 54(휘경동),서울특별시 동대문구 휘경동 183-352
832,정상운영,35.09811924,유도,강서구,명지동,128.9224246,부산광역시,청춘유도관,부산광역시 강서구 명지국제8로 269(명지동),부산광역시 강서구 명지동 3358-7
833,정상운영,37.49006005,유도,부천시,상동,126.7525057,경기도,파이널 유도 멀티짐 송내점,경기도 부천시 상일로94번길 34(상동),경기도 부천시 상동 410-1
834,정상운영,33.48539828,유도,제주시,하귀1리,126.4152633,제주특별자치도,에스유도클럽,제주특별자치도 제주시 애월읍 하귀9길 16,제주특별자치도 제주시 애월읍 하귀1리 137-4
835,정상운영,0,유도,서구,,0,대구광역시,민앤마이노 유도관,대구광역시 서구 국채보상로 246(평리동),대구광역시 서구 평리동 1334-12
836,정상운영,36.57627982,유도,예천군,산합리,128.4917094,경상북도,민앤마이노 유도클럽 경북도청점,경상북도 예천군 호명면 새움3로 48,경상북도 예천군 호명면 산합리 1421 제이엠골드
837,정상운영,37.47764194,유도,관악구,봉천동,126.9519056,서울특별시,트리니티 유도,서울특별시 관악구 관악로 139(봉천동),서울특별시 관악구 봉천동 1590-7
838,정상운영,0,유도,중구,,0,대전광역시,가호유도관,대전광역시 중구 과례로 26(문화동),대전광역시 중구 문화동 125-5
839,정상운영,,유도,하남시,망월동,,경기도,비전트리 유도클럽 미사유도,"경기도 하남시 미사강변대로226번길 9, 송하빌딩 303호 (망월동)",경기도 하남시 망월동 962-1 송하빌딩 
840,정상운영,0,유도,수원시,,0,경기도,북수원 유도관,경기도 수원시 장안구 파장로 116-4(파장동),경기도 수원시 장안구 파장동 570-16 천일전력
841,정상운영,0,유도,음성군,,0,충청북도,Ace 유도&주짓수,충청북도 음성군 금왕읍 무극로278번길 16-1,충청북도 음성군 금왕읍 무극리 56-19
842,정상운영,37.27380671,유도,화성시,,126.8258982,경기도,그랜드유도멀티짐,경기도 화성시 큰나래2길 4-8(새솔동),경기도 화성시 새솔동 0
843,정상운영,35.8046219,유도,김제시,요촌동,126.8947216,전라북도,공명유도관,전라북도 김제시 요촌동1길 5-4(요촌동),전라북도 김제시 요촌동 603-4
844,정상운영,35.72124285,유도,부안군,봉덕리,126.7344242,전라북도,부안공명유도관,전라북도 부안군 부안읍 봉동길 15-1,전라북도 부안군 부안읍 봉덕리 602-2 생활체육교실
845,정상운영,36.90150121,유도,당진시,수청동,126.6454776,충청남도,YK 유도클럽,충청남도 당진시 밤절로 140(수청동),충청남도 당진시 수청동 981 드림타워
846,정상운영,0,유도,음성군,,0,충청북도,Dream of Judo 음성유도관,충청북도 음성군 금왕읍 무극로 247,충청북도 음성군 금왕읍 무극리 510-1
847,정상운영,0,유도,부천시,,0,경기도,용인대 성곡유도관,경기도 부천시 성곡로 4(여월동),경기도 부천시 여월동 10-40
848,정상운영,37.65778116,유도,남양주시,,127.3057475,경기도,용인대 범 유도클럽,경기도 남양주시 화도읍 마석로76번길 1,경기도 남양주시 화도읍 마석우리 404-10
