row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
654,정상운영,테니스장,시흥시,정왕동,경기도,정왕동체육공원내테니스장,경기도 시흥시 역전로 50 (정왕동),경기도 시흥시 정왕동  2158 시흥시 배드민턴장
655,폐업,테니스장,보성군,조성리,전라남도,조성테니스장,전라남도 보성군 조성면 월평길 78-2,
656,정상운영,테니스장,송파구,,서울특별시,송파테니스장,송파1동 106,서울 송파구 송파1동 106
657,정상운영,테니스장,산청군,하정리,경상남도,남부 테니스장,경상남도 산청군 신안면 원지로122번길 28-31,경상남도 산청군 신안면 하정리 702
658,정상운영,테니스장,논산시,,충청남도,논산시환경사업소테니스장,덕진동 1가 1220,전북 전주시 덕진구 덕진동1가 1220
659,정상운영,테니스장,진주시,신안동,경상남도,생활체육테니스장,경상남도 진주시 신안로 137 (신안동),
660,정상운영,테니스장,충주시,용관동,충청북도,장애인론볼및테니스장,충청북도 충주시 창현로 1400 (용관동),충청북도 충주시 용관동 54-2
661,정상운영,테니스장,단양군,상진리,충청북도,단양테니스장,충청북도 단양군 단양읍 상진로 31,
662,정상운영,테니스장,창녕군,퇴천리,경상남도,창녕공설테니스장,경상남도 창녕군 창녕읍 창녕대로 309,경상남도 창녕군 창녕읍 퇴천리 100 창녕테니스장
663,정상운영,테니스장,동구,,광주광역시,용산테니스장,,
664,정상운영,테니스장,의령군,,경상남도,부림테니스장,,
665,정상운영,테니스장,의성군,,경상북도,의성생활체육공원테니스장,,경북 의성군 단북면 노연리 391-1
666,폐업,테니스장,무안군,성동리,전라남도,무안연식정구장,전라남도 무안군 무안읍 대사동길 22-5,
667,정상운영,테니스장,진안군,,전라북도,진안공설운동장테니스장,,검산동
668,정상운영,테니스장,사천시,벌리동,경상남도,삼천포공설테니스장,경상남도 사천시 주공로 32 (벌리동),
669,정상운영,테니스장,청주시,탑연리,충청북도,강내생활체육공원테니스장,충청북도 청주시 흥덕구 강내면 석화사인길 13-51,
670,정상운영,테니스장,옹진군,,인천광역시,자월면대이작테니스장,,
671,정상운영,테니스장,옹진군,,인천광역시,자월면승봉리테니스장,,
672,정상운영,테니스장,횡성군,,강원도,유동테니스장,,
673,정상운영,테니스장,남양주시,별내동,경기도,별내테니스장,경기도 남양주시 별내3로 308 (별내동),경기도 남양주시 별내동 858 장난감도서관 및 U통합관제센터
