row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
276,폐업,권투,부평구,,인천광역시,미추홀복싱체육관,"인천광역시 부평구 마장로 427  (청천동,3층)","인천광역시 부평구 마장로 427  (청천동,3층)"
277,정상운영,권투,마포구,대흥동,서울특별시,J.J Team Boxing Gym,서울특별시 마포구 대흥로 94 (대흥동),
278,정상운영,권투,남동구,,인천광역시,용인대 SM복싱클럽 5관,인천광역시 남동구 경인로644번길 2 (간석동),인천광역시 남동구 간석동 110-3 세아빌딩
279,폐업,권투,남동구,,인천광역시,남촌진아복싱체육관,"인천광역시 남동구 인천광역시 남동구 남촌동로3번길 36, 3층 (남촌동)","인천광역시 남동구 인천광역시 남동구 남촌동로3번길 36, 3층 (남촌동)"
280,정상운영,권투,청주시,주중동,충청북도,골든보이복싱짐,충청북도 청주시 청원구 충청대로 167 (주중동),충청북도 청주시 청원구 주중동  1059
281,정상운영,권투,남동구,논현동,인천광역시,대한권투체육관,인천광역시 남동구 논고개로 81 (논현동),인천광역시 남동구 논현동 746-3 우리들메디타워
282,폐업,권투,남동구,,인천광역시,레드윙 복싱,"인천광역시 남동구 인천광역시 남동구 에코중앙로156번길 5-28, 2층 (논현동)","인천광역시 남동구 인천광역시 남동구 에코중앙로156번길 5-28, 2층 (논현동)"
283,정상운영,권투,남동구,,인천광역시,현s 복싱클럽,인천광역시 남동구 인천광역시 남동구 구월남로 194,인천광역시 남동구 인천광역시 남동구 구월남로 194
284,정상운영,권투,남동구,만수동,인천광역시,용인대SM복싱클럽 만수점,인천광역시 남동구 구월로 338 (만수동),인천광역시 남동구 만수동 947 성호빌딩
285,정상운영,권투,남동구,만수동,인천광역시,용인대SM복싱크로스핏짐,"인천광역시 남동구 장승남로 36, 201~203호 (만수동)",인천광역시 남동구 만수동 1041 
286,정상운영,권투,남동구,,인천광역시,용인대복싱클럽,"인천광역시 남동구 인천광역시 남동구 에코중앙로156번길 8, 2층 (논현동)","인천광역시 남동구 인천광역시 남동구 에코중앙로156번길 8, 2층 (논현동)"
